JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1722,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,submitForAnalysis,/ApiCalls/SubmitIidInquiryReportForAnalysis,POST,ApiCalls.SubmitIidInquiryReportForAnalysis,request,,SubmitIidInquiryReportForAnalysis,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,EnqueueEmail,PKG_INQ.P_ENQUEUE_EMAIL,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,FinalizeIidInquiryReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,FinalizeIidReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,GetComplaintIdByReportId,PKG_INQ.P_GET_COMPLAINT_ID_BY_REPORT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1733,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,finalizeReportClosure,/ApiCalls/FinalizeIidReport,POST,ApiCalls.FinalizeIidReport,model,,GetLatestInquiryReportByComplaintId,PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InquiryReport.js:1705,AIS\Views\IID\FinalApproval.cshtml:13; AIS\Views\IID\FinalApproval.cshtml:21; AIS\Views\IID\InquiryReport.cshtml:13; AIS\Views\IID\InquiryReport.cshtml:21,loadComplaint,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\iid\inquiryReportApi.js:4,AIS\Views\IID\FinalApproval.cshtml:14; AIS\Views\IID\FinalApproval.cshtml:22; AIS\Views\IID\InquiryReport.cshtml:14; AIS\Views\IID\InquiryReport.cshtml:22,iidPost,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\inquiryReportApi.js:70,AIS\Views\IID\FinalApproval.cshtml:14; AIS\Views\IID\FinalApproval.cshtml:22; AIS\Views\IID\InquiryReport.cshtml:14; AIS\Views\IID\InquiryReport.cshtml:22,iidPostJson,,POST,,,complaintId,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:38,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:21,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:25,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,loadUnits,/ApiCalls/GetIiUnits,GET,ApiCalls.GetIiUnits,,,GetInspectionUnits,PKG_INQ.P_GETINSPECTIONUNITS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:97,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,updateAssignedOn,/ApiCalls/AddHeadReview,POST,ApiCalls.AddHeadReview,model,,AddHeadReview,PKG_INQ.ADD_HEAD_REVIEW,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_IID_HeadReview.js:97,AIS\Views\IID\HeadReview.cshtml:87; AIS\Views\IID\HeadReview.cshtml:93,updateAssignedOn,/ApiCalls/AddHeadReview,POST,ApiCalls.AddHeadReview,model,,GetInquiryAssignedNotificationData,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\iid\dashboard.js:266,AIS\Views\IID\IID_Dashboard.cshtml:66,populateComplaintSelector,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\dashboard.js:350,AIS\Views\IID\IID_Dashboard.cshtml:66,loadPanel,,GET,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:25,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadPageDataByComplaintId,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:85,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadUnits,/ApiCalls/AddAssessment,POST,ApiCalls.AddAssessment,model,,AddAssessment,PKG_INQ.ADD_ASSESSMENT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:19,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InitialAssessment.js:57,AIS\Views\IID\InitialAssessment.cshtml:72; AIS\Views\IID\InitialAssessment.cshtml:78,loadUnits,/ApiCalls/GetIiUnits,GET,ApiCalls.GetIiUnits,,,GetInspectionUnits,PKG_INQ.P_GETINSPECTIONUNITS,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\iid\inquiryReportReadOnly.js:228,AIS\Views\IID\InquiryReportReadOnly.cshtml:150; AIS\Views\IID\InquiryReportReadOnly.cshtml:155,loadReadOnlyData,,POST,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\iid\inquiryReportReadOnly.js:246,AIS\Views\IID\InquiryReportReadOnly.cshtml:150; AIS\Views\IID\InquiryReportReadOnly.cshtml:155,loadComplaintDropdown,,POST,,,pageId,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:30,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadComplaintSummary,/ApiCalls/GetComplaint,POST,ApiCalls.GetComplaint,complaintId,complaintId,GetComplaint,PKG_INQ.GET_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:59,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadInvestigationPlanByComplaintId,/ApiCalls/GetLatestPlanByComplaintId,POST,ApiCalls.GetLatestPlanByComplaintId,complaintId,complaintId,GetLatestPlanByComplaintId,PKG_INQ.GET_LATEST_PLAN_BY_COMPLAINT,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:126,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,complete,/ApiCalls/AddInvestigationPlan,POST,ApiCalls.AddInvestigationPlan,model,,AddInvestigationPlan,PKG_INQ.ADD_INV_PLAN,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_InvestigationPlan.js:26,AIS\Views\IID\InvestigationPlan.cshtml:146; AIS\Views\IID\InvestigationPlan.cshtml:152,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_loans_exception.js:13,AIS\Views\IID\loans_exception.cshtml:46,loadLoanSamples,/ApiCalls/get_iid_loan_Exceptions,POST,ApiCalls.get_iid_loan_Exceptions,"INDICATOR, STATUS_ID, ENG_ID","ENG_ID, INDICATOR, STATUS_ID",GetIidLoanExceptions,pkg_ISM.P_GET_LOANS_Exceptions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_LOANS_Exceptions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:19,AIS\Views\IID\loan_documents.cshtml:32,loadLoanDocuments,/ApiCalls/get_iid_loan_documents,POST,ApiCalls.get_iid_loan_documents,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanDocuments,pkg_ISM.p_get_Loan_Documents,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:77,AIS\Views\IID\loan_documents.cshtml:32,viewDocument,/ApiCalls/get_iid_loan_document_data,POST,ApiCalls.get_iid_loan_document_data,IMAGE_ID,IMAGE_ID,GetIidLoanDocumentData,pkg_ISM.p_get_Loan_Documents_image,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents_image",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_transactions.js:19,AIS\Views\IID\loan_transactions.cshtml:39,loadLoanTransactions,/ApiCalls/get_iid_sample_loan_transactions,POST,ApiCalls.get_iid_sample_loan_transactions,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanTransactions,pkg_ISM.p_get_Loan_Transactions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Transactions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:25,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadComplaintDropdown,/ApiCalls/GetComplaintsDropdown,POST,ApiCalls.GetComplaintsDropdown,pageId,pageId,GetComplaintsDropdown,PKG_INQ.GET_COMPLAINTS_DD,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,DBConnection hardening missing: GuardAgainstDynamicSql(cmd),Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_IID_PlanApproval.js:66,AIS\Views\IID\PlanApproval.cshtml:95; AIS\Views\IID\PlanApproval.cshtml:101,loadPlanDetailsByComplaintId,/ApiCalls/GetIidPlanDetails,GET,ApiCalls.GetIidPlanDetails,complaintId,complaintId,GetIidPlanDetails,PKG_INQ.GET_INV_PLAN,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,DBConnection disposal pattern needs review. | DBConnection hardening missing: GuardAgainstDynamicSql(cmd),"Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
